"","score","text"
"890",0,"kp24  westindies wickets  falling quicker  trump can sack  staff
firsttestmatch england pinkball <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E37><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33>"
"891",1," seems    trump  already given    potus"
"892",0,"rt realjameswoods  trump   disengage   biased press  press  eventually   able  judge  actions  t…"
"893",-1,"rt dsherman2407   republicans  hoped bannons departure  mean  better trump gt wrong  unfit  dumb old voice  th…"
"894",1,"2017894410jpg trump trumptrain buildthewall maga "
"895",-1,"time  get serious people  convert  racist dollars  btc  send    disposal please maga trump… "
"896",1,"2017895390jpg trump trumptrain buildthewall maga "
"897",0,"libertyisalady daemalinowski sheriffclarke gogi4day realdonaldtrump even  everything  think  alex jones… "
"898",1,"maga potus teamtrump trump trumpnation trumpusa trumpsateam democrates veteran4trump "
"899",1,"rt agendaofevil trump  ‘cut  military aid  pakistan’ thinks us   ‘ripped ’ "
"900",1,"2017896460jpg trump trumptrain buildthewall maga "
"901",1,"rt unpersuaded112  name  dixie im  11year old bug chasing sweetheart  needs  home please rt  far  wide  trump …"
"902",1,"2017897520jpg trump trumptrain buildthewall maga "
"903",1,"real reason gop backs trump    bed  russia 2 "
"904",0,"rt knp2bp thanks mittromney marcorubio senatemajldr speakerryan 

 trump lies amp silence abt antifa  charlottesville amp rallies…"
"905",1,"breaking trump news
  awesome
"
"906",-1,"rt jaclopac trumps administration  determined 2 roll back regulations amp open public land  private industry gop impeach …"
"907",2,"rt foxnews deneenborelli  president trump   nothing  can   win   situation  matter   says hannity…"
"908",0,"rt knp2bp thanks mittromney marcorubio senatemajldr speakerryan 

 trump lies amp silence abt antifa  charlottesville amp rallies…"
"909",0,"rt balleralert now  know   crazy   church  satan doesnt want   associated  trump "
"910",1,"rt chanelrion four turncoats shooting  trump agenda

<U+2705>retweet<U+2705>

drainthesewage draintheswamp healthcarevote rinos maga health…"
"911",3,"   solve  problem like charlottesville  trump got right listen  trump tcot"
"912",0,"rt ezrabridger2017 tired   trump empire theresistance geeksresist saturdaymornings photo thread "
"913",1,"rt agendaofevil trump  ‘cut  military aid  pakistan’ thinks us   ‘ripped ’ "
"914",1,"rt jellesimons   twitler     
trump bostonresists "
"915",3,"rt bfraser747  1999 jessejackson praised trump   lifetime  helping africanamerican communities     donald trump ha…"
"916",1,"clearing  childhood bedroom  found  college textbook might   good time  revisit  one eh… "
"917",-1,"rt unpersuaded112 damnit stop calling 185548voice  report criminal space aliens  ice  hate   stop  now trump …"
"918",2,"“deneenborelli  president trump   nothing  can   win   situation  matter   "
"919",3,"rt bfraser747  1999 jessejackson praised trump   lifetime  helping africanamerican communities     donald trump ha…"
"920",2,"maga americafirst trump45 trumptrain trump "
"921",2,"rt jbucknoff steve mnuchins yale class wants   resign   counting      right thing  trump racism
…"
"922",1,"trump mtrushmore tinyhands "
"923",2,"rt trumpnewmedia realdonaldtrump feds charge ohio man  tried  rush trump stage thank  donaldtrump  enforcing  law htt…"
"924",1,"rt todropadime2 trump can rearrange  chairs   titanic   wants  impeachment  still coming

hurryupmueller 
bannon"
"925",1,"rt chanelrion four turncoats shooting  trump agenda

<U+2705>retweet<U+2705>

drainthesewage draintheswamp healthcarevote rinos maga health…"
"926",1,"thread  bannon  might  gone   wh  hes  gone  trump "
"927",2,"markwallaceglos shareaholic jeremy hunts tweets  becoming    trump like  style arguing … "
"928",0,"rt realjameswoods  trump   disengage   biased press  press  eventually   able  judge  actions  t…"
"929",0,"surprised  donald trump   tweeted  burn   yet"
"930",1,"rt sandratxas another civil war

one side  8 trillion bullets   doesnt know  bathroom  use<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E37><U+200D><U+2640><U+FE0F>

maga trump …"
"931",3,"rt bfraser747  1999 jessejackson praised trump   lifetime  helping africanamerican communities     donald trump ha…"
"932",0,"realdonaldtrump   lying    erictrump 

lyingtrump trump  "
"933",-2,"give bannon credit  useless slogans trump regurgitates think  leadership just made  nonsense hurting americ… "
"934",0,"rt damnmuslims  tried  cheat   wife   couldnt get   damn muslims muslims terrorists damnmuslims freedom trump sar…"
"935",0,"rt crux evangelical advisers stay  trump  others criticize  "
"936",2,"rt dearauntcrabby trump s father   clansman
 trump join  clan 
charlottesville trumpkkk resist firegorka firemiller…"
"937",1,"thedevilsminions dont even want trump <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32> "
"938",1,"every time trump makes  hand gesture  makes  want  give one back   guess  "
"939",0,"rt drdenagrayson <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35>wow<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35>

resignation letter  pcah trumps cmte  arts amp humanities

<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E37><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E63>first letter   paragraph<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E37><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E63>

r
e
s

s
t…"
"940",1,"rt victoria41768 amjoy kennedycenterhonors theresistance trump impeachtrump resist bannon "
"941",0,"millieweaver thanks  calling  bias msm fnn    best notice   left fighting  police… "
"942",0," day  white people turned racist  via youtube veteran christian writer trump scifi"
"943",0,"rt realjameswoods  trump   disengage   biased press  press  eventually   able  judge  actions  t…"
"944",1,"rt ac4potus2036  antifa  labeled   terrorist organization maga trump freespeechrally"
"945",1,"rt ac4potus2036  antifa  labeled   terrorist organization maga trump freespeechrally"
"946",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"947",1,"trump  ‘cut  military aid  pakistan’ thinks us   ‘ripped ’ "
"948",0,"president trump  skip kennedy center honors highlighting rift  artists  "
"949",1,"rt nach9636 potus trump  skip kennedycenter honors  nobody wants   seen   via politicususa …"
"950",0," westindies wickets  falling quicker  trump can sack  staff
firsttestmatch england pinkball <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E37><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33>"
"951",3,"lets support  amazing potus trump openly withhold fed funding  sanctuary cities refusing  cooperate w… "
"952",2,"rt ussanews video police seize trump supporter peaceably holding flags  berated  antifa  "
"953",1,"rt raymondtada61 à peu près bien résumé
les usa pr les nuls
president trump usa "
"954",1,"trump donaldtrump potus trumptrain "
"955",0,"rt realjameswoods  trump   disengage   biased press  press  eventually   able  judge  actions  t…"
"956",1,"rt chuckwoolery media needs  villain    ratings doesnt need    real villain   pick trump  just make  re…"
"957",3,"rt unitewomenorg antichoice groups praise trump   silent  charlottesville updated  rewire 
trumpsam…"
"958",0,"rt realjameswoods  trump   disengage   biased press  press  eventually   able  judge  actions  t…"
"959",1," antifa  labeled   terrorist organization maga trump freespeechrally"
"960",3,"rt perfectsliders trump  infrastructure will    best   world  used    greatest infrastructure anywhere …"
"961",0," problem  trumps reactions  trump dialydisaster"
"962",1,"rt drmartyfox bannon understands  globalist opposition   trump agenda

 may   effective outside  whitehouse  …"
"963",1,"rt sandratxas another civil war

one side  8 trillion bullets   doesnt know  bathroom  use<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E37><U+200D><U+2640><U+FE0F>

maga trump …"
"964",0,"rt sandratxas hey antifa blm take   monument  slavery <U+203C><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62>
saturdaymorning 
maga
trump "
"965",2,"rhondahurley2 god bless president trump"
"966",1,"theyre taking  civil war  monuments  make room  civil war ii monuments  revolution comes
realdonaldtrump trump potus"
"967",3,"rt bfraser747  1999 jessejackson praised trump   lifetime  helping africanamerican communities     donald trump ha…"
"968",0,"rt knp2bp thanks mittromney marcorubio senatemajldr speakerryan 

 trump lies amp silence abt antifa  charlottesville amp rallies…"
"969",0,"erictrump   lying    realdonaldtrump

lyingtrump trump erictrump  "
"970",1,"stephenking charlottesville trump "
"971",1,"rt cornellwbrooks   congressional declaration  one side    many sides    moral plane  pres trump  theh…"
"972",2,"rt leoncarrington nfl owners  supported trump  donating 1 million   campaign nokaepernicknonfl reclaimingmytime blacklive…"
"973",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"974",3,"mayorstanton thank   standing   people  color  phoenix   correct  asking trump   stay   phoenix"
"975",1,"rt terrymendozer  asked question  can  latina vote  trump <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E37><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E65> short 40 sec answer latinosfortrump <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E38><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E38> …"
"976",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"977",2,"rt thomaswuest und prompt schafft es trump mit einem tweet sämtliche bösen vorahnungen  verbindung mit bannons rückzug aus dem w…"
"978",1,"realdonaldtrump breitbartnews potus trump   just saying nice things   downtown expose  stupid … "
"979",0,"rt rachelbaruch1 <U+0628><U+0639><U+062F> <U+0644><U+0642><U+0627><U+0621> <U+0634><U+064A><U+062E> <U+0639><U+0628><U+062F><U+0627><U+0644><U+0644><U+0647> <U+0627><U+0644> <U+062B><U+0627><U+0646><U+0649> <U+0628><U+0645><U+0644><U+0643> <U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0647>
trump <U+062A><U+0631><U+0645><U+0628> <U+064A><U+0633><U+062A><U+0642><U+0628><U+0644> <U+0634><U+064A><U+062E><U+0639><U+0628><U+062F><U+0627><U+0644><U+0644><U+0647><U+0627><U+0644><U+062B><U+0627><U+0646><U+0649> <U+0642><U+0631><U+064A><U+0628><U+0627>
<U+0627><U+0644><U+0628><U+064A><U+062A><U+0627><U+0644><U+0627><U+0628><U+064A><U+0636>
israelnewsnow…"
"980",2,"rt kingjames8289 exactly right now bostonfreespeechrally   display    see trump supporters need  show  world  ant…"
"981",1," makes  heart swell fu trump lovetrumpshate "
"982",2,"rt adilnajam trump amp team heading  campdavid
 discuss southasia
ie afghanistan  pakistan
expect  good  come  
may…"
"983",0,"rt roxxxygurl trumpster4trump 614swat   doubling  show  cards
trump "
"984",0,"trump says sun equally  blame  blocking moon "
"985",1,"rt wellbelove hilarious trump says sun equally  blame  blocking moon falsenews eclipse  …"
"986",1,"rt mompontet lhallucinant résumé de la carrière présidentielle de trump <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+623C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+623C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E64> "
"987",3,"rt bfraser747  1999 jessejackson praised trump   lifetime  helping africanamerican communities     donald trump ha…"
"988",0,"rt mearner realdonaldtrump breitbartnews think  will stick   washington post  ny times
   song though
trump humor…"
"989",1,"louco sou eu esse daí é doido varrido mesmo sem ofensas trump "
"990",0,"rt unpersuaded112 hey realdonaldtrump  killed military parents childcare     donald trump   ht…"
"991",-1,"rt jaclopac trumps administration  determined 2 roll back regulations amp open public land  private industry gop impeach …"
"992",3,"rt bfraser747  1999 jessejackson praised trump   lifetime  helping africanamerican communities     donald trump ha…"
"993",1,"rt dashannestokes supremacy   mask  insecurity  ignorancefightsupremacy resist trump maga boston"
"994",-1,"rt jaclopac trumps administration  determined 2 roll back regulations amp open public land  private industry gop impeach …"
"995",0,"rt knp2bp thanks mittromney marcorubio senatemajldr speakerryan 

 trump lies amp silence abt antifa  charlottesville amp rallies…"
"996",0,"rt briciosegovia pink dedica el video musical de su nuevo tema whataboutus  las minorías expuestas  las políticas de trump
…"
"997",1,"rt pioball sallyalbright hopefully  incompetent trump administration demonstrates  fallacy  populism well enough  even …"
"998",1,"rt todropadime2  donald trump mentally unfit

senorrinhatch senwarren  senjohnmccain senfranken  senschumer senblumenthal 
hou…"
"999",-1,"rt aldosterone111 londres la gauche utilise gay comme insulte trump  gay  insult "
"1000",0,"unintentionally trump  even causing change    solemn  memorials charlottesville… "
